archivo_original,archivo_ocr,paginas,caracteres_antes,caracteres_despues,estado,observacion,segundos
drager_vn500_manual_usuario_vn500_es.pdf,drager_vn500_manual_usuario_vn500_es_ocr.pdf,344,0,551408,OK,OCR generado y aumentó el texto extraíble.,331.58
